,Seq Name,Width
0,lcl|Zmays_AC149829.2_FGT002,255
287,lcl|Zmays_AC187404.3_FGT008,339
288,lcl|Zmays_AC187406.4_FGT001,243
289,lcl|Zmays_AC187475.4_FGT002,330
290,lcl|Zmays_AC187553.4_FGT010,213
291,lcl|Zmays_AC187555.4_FGT002,300
292,lcl|Zmays_AC187556.4_FGT001,237
293,lcl|Zmays_AC187557.3_FGT001,291
294,lcl|Zmays_AC187559.2_FGT006,228
295,lcl|Zmays_AC187559.2_FGT013,342
296,lcl|Zmays_AC187560.5_FGT003,330
297,lcl|Zmays_AC187566.4_FGT003,279
298,lcl|Zmays_AC187656.2_FGT005,330
299,lcl|Zmays_AC187775.3_FGT008,321
300,lcl|Zmays_AC187779.3_FGT007,258
301,lcl|Zmays_AC187782.4_FGT009,204
302,lcl|Zmays_AC187788.3_FGT001,243
303,lcl|Zmays_AC187789.3_FGT001,258
304,lcl|Zmays_AC187800.4_FGT003,288
305,lcl|Zmays_AC187813.3_FGT001,282
306,lcl|Zmays_AC187813.3_FGT004,333
307,lcl|Zmays_AC187819.3_FGT003,459
308,lcl|Zmays_AC187820.2_FGT007,228
309,lcl|Zmays_AC187831.3_FGT002,237
310,lcl|Zmays_AC187843.3_FGT012,204
311,lcl|Zmays_AC187883.4_FGT002,320
312,lcl|Zmays_AC187883.4_FGT004,321
313,lcl|Zmays_AC187891.3_FGT001,219
314,lcl|Zmays_AC187896.3_FGT006,285
315,lcl|Zmays_AC187897.3_FGT002,348
316,lcl|Zmays_AC187902.3_FGT006,333
317,lcl|Zmays_AC187903.3_FGT004,318
318,lcl|Zmays_AC187919.5_FGT007,264
319,lcl|Zmays_AC187920.3_FGT001,261
320,lcl|Zmays_AC188000.3_FGT006,249
321,lcl|Zmays_AC188008.3_FGT005,252
322,lcl|Zmays_AC188013.3_FGT001,345
323,lcl|Zmays_AC188015.4_FGT001,258
324,lcl|Zmays_AC188020.3_FGT002,207
325,lcl|Zmays_AC188024.3_FGT005,342
326,lcl|Zmays_AC188033.3_FGT007,285
327,lcl|Zmays_AC188125.3_FGT006,309
328,lcl|Zmays_AC188127.3_FGT005,219
329,lcl|Zmays_AC188128.3_FGT004,243
330,lcl|Zmays_AC188129.4_FGT001,321
331,lcl|Zmays_AC188195.2_FGT003,264
332,lcl|Zmays_AC188195.2_FGT004,264
333,lcl|Zmays_AC188195.2_FGT005,264
334,lcl|Zmays_AC188195.2_FGT006,354
335,lcl|Zmays_AC188296.3_FGT006,345
336,lcl|Zmays_AC188583.4_FGT004,360
337,lcl|Zmays_AC188613.4_FGT003,303
338,lcl|Zmays_AC188710.4_FGT001,270
339,lcl|Zmays_AC188714.3_FGT006,300
340,lcl|Zmays_AC188715.3_FGT001,258
341,lcl|Zmays_AC188718.3_FGT004,213
342,lcl|Zmays_AC188720.3_FGT007,306
343,lcl|Zmays_AC188720.3_FGT010,309
344,lcl|Zmays_AC188721.3_FGT002,201
345,lcl|Zmays_AC188721.3_FGT004,321
346,lcl|Zmays_AC188722.3_FGT002,294
347,lcl|Zmays_AC188731.3_FGT004,357
348,lcl|Zmays_AC188737.4_FGT003,213
349,lcl|Zmays_AC188738.4_FGT004,258
350,lcl|Zmays_AC188744.3_FGT003,246
351,lcl|Zmays_AC188744.3_FGT008,270
352,lcl|Zmays_AC188746.2_FGT001,246
353,lcl|Zmays_AC188749.4_FGT005,213
354,lcl|Zmays_AC188751.3_FGT004,267
355,lcl|Zmays_AC188753.3_FGT007,339
356,lcl|Zmays_AC188776.3_FGT001,339
357,lcl|Zmays_AC188823.3_FGT007,351
358,lcl|Zmays_AC188832.5_FGT001,339
359,lcl|Zmays_AC188834.4_FGT001,255
360,lcl|Zmays_AC188837.3_FGT003,255
361,lcl|Zmays_AC188839.3_FGT003,312
362,lcl|Zmays_AC188843.3_FGT011,225
363,lcl|Zmays_AC188964.3_FGT003,339
364,lcl|Zmays_AC188970.3_FGT007,264
365,lcl|Zmays_AC188970.3_FGT008,273
366,lcl|Zmays_AC188987.3_FGT004,252
367,lcl|Zmays_AC188987.3_FGT006,285
368,lcl|Zmays_AC189038.3_FGT004,273
369,lcl|Zmays_AC189039.3_FGT003,201
370,lcl|Zmays_AC189041.2_FGT005,246
371,lcl|Zmays_AC189044.2_FGT002,222
372,lcl|Zmays_AC189054.3_FGT004,240
373,lcl|Zmays_AC189057.3_FGT002,246
374,lcl|Zmays_AC189060.4_FGT004,279
375,lcl|Zmays_AC189061.3_FGT004,339
376,lcl|Zmays_AC189062.2_FGT001,273
377,lcl|Zmays_AC189077.3_FGT002,237
378,lcl|Zmays_AC189078.3_FGT005,309
379,lcl|Zmays_AC189078.3_FGT008,204
380,lcl|Zmays_AC189100.4_FGT002,525
381,lcl|Zmays_AC189279.2_FGT003,327
382,lcl|Zmays_AC189745.3_FGT001,219
383,lcl|Zmays_AC189749.2_FGT003,327
384,lcl|Zmays_AC189752.3_FGT002,300
385,lcl|Zmays_AC189752.3_FGT004,321
386,lcl|Zmays_AC189755.3_FGT004,240
387,lcl|Zmays_AC189760.3_FGT001,207
388,lcl|Zmays_AC189760.3_FGT002,210
389,lcl|Zmays_AC189762.3_FGT001,264
390,lcl|Zmays_AC189765.3_FGT004,345
391,lcl|Zmays_AC189772.3_FGT002,321
392,lcl|Zmays_AC189773.3_FGT001,318
393,lcl|Zmays_AC189778.3_FGT004,225
394,lcl|Zmays_AC189785.3_FGT009,231
395,lcl|Zmays_AC189790.2_FGT002,345
396,lcl|Zmays_AC189790.2_FGT003,273
397,lcl|Zmays_AC189792.3_FGT002,282
398,lcl|Zmays_AC189798.3_FGT006,240
399,lcl|Zmays_AC189882.3_FGT006,216
400,lcl|Zmays_AC190483.1_FGT003,321
401,lcl|Zmays_AC190485.1_FGT005,354
402,lcl|Zmays_AC190489.1_FGT013,255
403,lcl|Zmays_AC190491.1_FGT002,354
404,lcl|Zmays_AC190493.1_FGT001,324
405,lcl|Zmays_AC190494.1_FGT019,315
406,lcl|Zmays_AC190498.1_FGT007,336
407,lcl|Zmays_AC190504.1_FGT003,315
408,lcl|Zmays_AC190507.1_FGT001,342
409,lcl|Zmays_AC190515.1_FGT002,237
410,lcl|Zmays_AC190516.1_FGT002,252
411,lcl|Zmays_AC190516.1_FGT003,270
412,lcl|Zmays_AC190522.1_FGT005,297
413,lcl|Zmays_AC190533.4_FGT006,273
414,lcl|Zmays_AC190538.2_FGT005,321
415,lcl|Zmays_AC190539.2_FGT004,291
416,lcl|Zmays_AC190544.2_FGT004,219
417,lcl|Zmays_AC190547.3_FGT005,273
418,lcl|Zmays_AC190573.3_FGT001,342
419,lcl|Zmays_AC190579.4_FGT011,318
420,lcl|Zmays_AC190589.2_FGT001,285
421,lcl|Zmays_AC190597.4_FGT002,288
422,lcl|Zmays_AC190621.2_FGT003,333
423,lcl|Zmays_AC190652.3_FGT003,351
424,lcl|Zmays_AC190652.3_FGT004,339
425,lcl|Zmays_AC190659.4_FGT007,219
426,lcl|Zmays_AC190671.4_FGT003,321
427,lcl|Zmays_AC190672.3_FGT003,255
428,lcl|Zmays_AC190673.3_FGT004,315
429,lcl|Zmays_AC190716.3_FGT005,315
430,lcl|Zmays_AC190719.2_FGT001,351
431,lcl|Zmays_AC190721.3_FGT003,210
432,lcl|Zmays_AC190734.2_FGT006,246
433,lcl|Zmays_AC190740.2_FGT002,339
434,lcl|Zmays_AC190744.2_FGT003,318
435,lcl|Zmays_AC190744.2_FGT010,339
436,lcl|Zmays_AC190747.2_FGT005,216
437,lcl|Zmays_AC190749.3_FGT001,252
438,lcl|Zmays_AC190750.2_FGT009,210
439,lcl|Zmays_AC190751.4_FGT008,312
440,lcl|Zmays_AC190752.2_FGT002,285
441,lcl|Zmays_AC190755.2_FGT003,330
442,lcl|Zmays_AC190757.3_FGT003,279
443,lcl|Zmays_AC190765.3_FGT003,240
444,lcl|Zmays_AC190771.2_FGT006,282
445,lcl|Zmays_AC190771.2_FGT008,318
446,lcl|Zmays_AC190775.2_FGT002,255
447,lcl|Zmays_AC190775.2_FGT003,264
448,lcl|Zmays_AC190778.2_FGT004,324
449,lcl|Zmays_AC190789.3_FGT001,312
450,lcl|Zmays_AC190789.3_FGT002,348
451,lcl|Zmays_AC190799.2_FGT001,231
452,lcl|Zmays_AC190801.3_FGT002,279
453,lcl|Zmays_AC190801.3_FGT006,204
454,lcl|Zmays_AC190803.2_FGT004,273
455,lcl|Zmays_AC190807.2_FGT004,240
456,lcl|Zmays_AC190808.2_FGT002,309
457,lcl|Zmays_AC190809.2_FGT002,342
458,lcl|Zmays_AC190811.1_FGT007,210
459,lcl|Zmays_AC190816.3_FGT002,360
460,lcl|Zmays_AC190832.2_FGT005,246
461,lcl|Zmays_AC190837.3_FGT013,276
462,lcl|Zmays_AC190841.2_FGT007,324
463,lcl|Zmays_AC190843.2_FGT001,327
464,lcl|Zmays_AC190851.3_FGT005,306
465,lcl|Zmays_AC190860.2_FGT006,210
466,lcl|Zmays_AC190864.4_FGT002,249
467,lcl|Zmays_AC190870.3_FGT001,333
468,lcl|Zmays_AC190872.2_FGT001,216
469,lcl|Zmays_AC190872.2_FGT003,324
470,lcl|Zmays_AC190879.4_FGT001,360
471,lcl|Zmays_AC190890.3_FGT003,330
472,lcl|Zmays_AC190900.2_FGT003,354
473,lcl|Zmays_AC190900.2_FGT004,345
474,lcl|Zmays_AC190902.2_FGT005,345
475,lcl|Zmays_AC190907.3_FGT003,333
476,lcl|Zmays_AC190909.3_FGT001,300
477,lcl|Zmays_AC190909.3_FGT002,327
478,lcl|Zmays_AC190918.3_FGT002,366
479,lcl|Zmays_AC190918.3_FGT006,354
480,lcl|Zmays_AC190920.3_FGT007,219
481,lcl|Zmays_AC190922.3_FGT003,273
482,lcl|Zmays_AC190928.1_FGT001,213
483,lcl|Zmays_AC190936.1_FGT004,288
484,lcl|Zmays_AC190950.2_FGT004,213
485,lcl|Zmays_AC190954.3_FGT006,273
486,lcl|Zmays_AC190966.3_FGT011,324
487,lcl|Zmays_AC190968.2_FGT001,309
488,lcl|Zmays_AC190968.2_FGT009,327
489,lcl|Zmays_AC190970.2_FGT002,207
490,lcl|Zmays_AC190971.3_FGT003,207
491,lcl|Zmays_AC190980.4_FGT006,279
492,lcl|Zmays_AC190983.3_FGT001,303
493,lcl|Zmays_AC190983.3_FGT002,246
494,lcl|Zmays_AC190992.2_FGT009,315
495,lcl|Zmays_AC191000.3_FGT001,276
496,lcl|Zmays_AC191009.3_FGT004,330
497,lcl|Zmays_AC191019.2_FGT002,336
498,lcl|Zmays_AC191023.2_FGT007,345
499,lcl|Zmays_AC191037.3_FGT009,246
500,lcl|Zmays_AC191039.3_FGT002,279
501,lcl|Zmays_AC191040.2_FGT001,246
502,lcl|Zmays_AC191046.2_FGT002,243
503,lcl|Zmays_AC191049.3_FGT006,216
504,lcl|Zmays_AC191054.3_FGT002,357
505,lcl|Zmays_AC191055.3_FGT007,249
506,lcl|Zmays_AC191057.2_FGT001,351
507,lcl|Zmays_AC191069.3_FGT007,273
508,lcl|Zmays_AC191070.3_FGT004,222
509,lcl|Zmays_AC191096.2_FGT001,222
510,lcl|Zmays_AC191097.3_FGT010,258
511,lcl|Zmays_AC191098.3_FGT002,431
512,lcl|Zmays_AC191119.2_FGT004,270
513,lcl|Zmays_AC191125.3_FGT003,351
514,lcl|Zmays_AC191127.5_FGT006,267
515,lcl|Zmays_AC191145.3_FGT008,360
516,lcl|Zmays_AC191176.3_FGT002,330
517,lcl|Zmays_AC191247.3_FGT003,324
518,lcl|Zmays_AC191249.2_FGT007,258
519,lcl|Zmays_AC191251.3_FGT002,243
520,lcl|Zmays_AC191255.2_FGT003,249
521,lcl|Zmays_AC191256.3_FGT001,243
522,lcl|Zmays_AC191257.3_FGT006,207
523,lcl|Zmays_AC191281.3_FGT002,345
524,lcl|Zmays_AC191293.3_FGT004,243
525,lcl|Zmays_AC191297.3_FGT004,342
526,lcl|Zmays_AC191301.3_FGT002,222
527,lcl|Zmays_AC191306.3_FGT004,234
528,lcl|Zmays_AC191318.3_FGT004,267
529,lcl|Zmays_AC191326.2_FGT006,231
530,lcl|Zmays_AC191328.3_FGT002,222
531,lcl|Zmays_AC191331.3_FGT002,240
532,lcl|Zmays_AC191337.4_FGT008,249
533,lcl|Zmays_AC191350.2_FGT002,339
534,lcl|Zmays_AC191351.3_FGT007,336
535,lcl|Zmays_AC191360.3_FGT016,285
536,lcl|Zmays_AC191362.3_FGT002,213
537,lcl|Zmays_AC191362.3_FGT004,330
538,lcl|Zmays_AC191366.2_FGT002,300
539,lcl|Zmays_AC191373.3_FGT003,312
540,lcl|Zmays_AC191375.3_FGT001,249
541,lcl|Zmays_AC191387.3_FGT007,210
542,lcl|Zmays_AC191398.1_FGT001,324
543,lcl|Zmays_AC191399.3_FGT002,228
544,lcl|Zmays_AC191403.5_FGT002,333
545,lcl|Zmays_AC191405.3_FGT003,300
546,lcl|Zmays_AC191405.3_FGT010,315
547,lcl|Zmays_AC191415.3_FGT004,222
548,lcl|Zmays_AC191418.3_FGT003,240
549,lcl|Zmays_AC191428.3_FGT001,297
550,lcl|Zmays_AC191434.3_FGT004,327
551,lcl|Zmays_AC191515.2_FGT005,360
552,lcl|Zmays_AC191518.2_FGT001,354
553,lcl|Zmays_AC191518.2_FGT003,297
554,lcl|Zmays_AC191526.3_FGT004,339
555,lcl|Zmays_AC191530.4_FGT002,330
556,lcl|Zmays_AC191533.3_FGT002,261
557,lcl|Zmays_AC191541.4_FGT002,345
